molecule_chembl_id,canonical_smiles
CHEMBL4287399,Cc1nn(C(=O)C2CCCCC2)c(N)c1-c1ccc(Cl)c(Cl)c1
CHEMBL4287401,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1
CHEMBL4287412,CCc1cccc(-c2nn3c(c2-c2ccnc(Cl)c2)C(C)C(C)(C)C3)n1
CHEMBL4287420,O=C(NCCc1ccccc1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1
CHEMBL4287422,Cc1cc(Nc2nc(-c3ccccc3)nc3cc(N4CCC(C(=O)O)CC4)ccc23)n[nH]1
CHEMBL4287439,Cc1c(OCCCS(C)(=O)=O)cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12
CHEMBL4287484,O=C(NCc1ccco1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1
CHEMBL4287505,CCCCNC(=O)N1C[C@H](N(C)c2ncnc3[nH]ccc23)C2(CC2)C1
CHEMBL4287512,CN1CCN(c2ccc(-c3c(-c4ccnc(F)c4)cnc4[nH]ccc34)cc2)CC1
CHEMBL4287519,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2ccc(Br)cc2)c2c(N)ncnc21
CHEMBL4287524,O=C(Nc1ccc(F)cc1)c1sccc1Nc1cccc2c1OCO2
CHEMBL4287529,CCCCN1C[C@H](N(C)c2ncnc3[nH]ccc23)C2(CC2)C1
CHEMBL4287557,CC(=O)N[C@H]1Cc2c[n+](cn2CCCCCCCCc2ccccc2)CCCCCNC(=O)[C@H]([C@@H](C)OP(=O)(O)O)NC(=O)[C@H](CO)NC1=O
CHEMBL4287582,CCC[C@H](C)Nc1ncc2c(-c3ccc(CN4CCN(C)CC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1
CHEMBL4287629,O=C(O)CCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4287654,CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)n1
CHEMBL4287662,CC(=O)N[C@@H]1C[C@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)O[C@@H](C)[C@@H]1O
CHEMBL4287698,O=C1S/C(=C\c2ccc(Oc3ccc(F)cc3)cc2)C(=O)N1c1ccc(OCCCCN2CCN(CC3CC3)CC2)cc1
CHEMBL4287761,CNc1cc(Nc2cc(F)cc(F)c2OC)nn2c(C(=O)NCC(C)(C)CO)cnc12
CHEMBL4287765,COc1ccc(OCc2cnccn2)c(-c2ccc3c(c2)CCNCC3)c1
CHEMBL4287768,COCCNc1cc(NC(=O)N(C)c2cccc(C=O)n2)ncc1C#N
CHEMBL4287799,C[C@@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOCC2)n1
CHEMBL4287802,CCC[C@H](C)Nc1ncc2c(-c3ccc(NC4CCCCC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1
CHEMBL4287843,Cc1cc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)ccn1
CHEMBL4287845,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]cc(-c5ccccc5)c34)cc21
CHEMBL4287847,CC(C)c1cc2c(=O)c3cc(C(=O)O)c(N)nc3oc2cn1
CHEMBL4287852,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-n2c(N)nc3cc(Cl)ccc32)n1
CHEMBL4287893,COc1cc2c(=O)n([C@@H]3CCCNC3)c3c4cc[nH]c4ncc3c2cc1OC
CHEMBL4287907,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1cc2cccnc2n(-c2ccc(Cl)cc2)c1=O
CHEMBL4287960,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCN4CCN(C)CC4)cc3C)ncc2Cl)c1
CHEMBL4287961,CS(=O)(=O)C1(c2cc(C3=CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1
CHEMBL4287971,CNc1nccn1-c1nc2c(c(C(C)(C)S(C)(=O)=O)n1)OC[C@@H]1COC[C@@H](C)N21
CHEMBL4287985,c1cncc(-c2cc(-c3cncs3)cs2)c1
CHEMBL4288005,CCNC(=O)N1CCCc2cc(Oc3ccnc(NC(=O)c4ccc(N5C[C@@H](C)N[C@@H](C)C5)cc4)c3)ccc21
CHEMBL4288009,CCCCC[C@H](C)Nc1ncc2c(-c3ccc(CN4CCN(C)CC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1
CHEMBL4288033,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-n2c(N)nc3ccccc32)n1
CHEMBL4288037,Nc1cc(C(F)F)c(-c2nc(N3CCOCC3)cc(N3CCOCC3)n2)cn1
CHEMBL4288038,CC(=O)c1ccc(OCc2ccccn2)c(-c2cccc(C)c2)c1
CHEMBL4288045,COCCc1cc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2cc1OC
CHEMBL4288046,CC1(C)CC=C(c2nc(CC(=O)O)ccc2NC(=O)c2ccc(C#N)[nH]2)CC1
CHEMBL4288080,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1Cl
CHEMBL4288081,CNC(=O)Nc1sc2c(C(C)C)cc(NS(=O)(=O)c3cccs3)cc2c1C(N)=O
CHEMBL4288086,C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(CCOC)c23)c1
CHEMBL4288096,COc1ccc(/C=C2\SC(=S)NC2=O)cc1C#C[Si](C)(C)C
CHEMBL4288105,C[C@@H]1O[C@@H](n2c3ccc(O)cc3c3c4c(c5c6ccccc6[nH]c5c32)CNC4=O)C[C@@H](N)[C@H]1O
CHEMBL4288107,NC(=O)c1cccc(CNC2=NN=C(c3ccc4[nH]c(=O)[nH]c4c3)CS2)c1
CHEMBL4288137,O=C1S/C(=C\c2ccc(N3CCOCC3)c(Cl)c2)C(=O)N1c1ccc(OCCCN2CCN(CC3CC3)CC2)cc1
CHEMBL4288179,CN(C)CCOc1cc(NC(=O)N2CCCc3cccnc32)ncc1C#N
CHEMBL4288201,N#CNC1CCOc2ccc(-c3ncnc4[nH]ccc34)cc21
CHEMBL4288210,Nc1cc(C(F)F)c(-c2nc(N3C[C@H]4C[C@@H]3CO4)nc(N3C[C@H]4C[C@@H]3CO4)n2)cn1
CHEMBL4288213,CCC[C@H](C)Nc1ncc2c(-c3cccc(CN4CCN(C)CC4)c3)cn([C@H]3CC[C@H](O)CC3)c2n1
CHEMBL4288222,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1cccc(F)c1
CHEMBL4288230,CC(=O)n1nc(C)c(Br)c1N
CHEMBL4288246,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN1CCOCC1
CHEMBL4288258,COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
CHEMBL4288262,Clc1ccc(Nc2cc(Nc3cccc(Cl)n3)ncn2)cc1
CHEMBL4288275,Cc1nn(C(=O)C2CC2)c(N)c1-c1ccc(Cl)c(Cl)c1
CHEMBL4288288,Cn1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c21
CHEMBL4288291,COc1ccc(-c2ccc(F)cc2OCc2ccccn2)cc1
CHEMBL4288300,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1
CHEMBL4288305,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1
CHEMBL4288323,CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)C2CC2)CC12CC2
CHEMBL4288356,Cc1[nH]nc(N)c1-c1ccc2ccccc2c1
CHEMBL4288374,O=C(NCCN1CCOCC1)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1
CHEMBL4288385,CCc1ccc(C(=O)C(Cl)Cl)cc1[N+](=O)[O-]
CHEMBL4288402,C=CCOc1cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c1C
CHEMBL4288418,CN(C)CCNC(=O)Cc1ccc(NC(=O)c2nc(C#N)c[nH]2)c(C2=CCC(C)(C)CC2)c1.O=C(O)C(F)(F)F
CHEMBL4288482,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CC(=O)N4CCOCC4)cc3)ncc2Cl)c1
CHEMBL4288494,C[C@@H]1CNC[C@H](C)N1c1ccc(-c2cnc3c(-c4ccc(S(C)(=O)=O)cc4)cnn3c2)cc1
CHEMBL4288517,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1
CHEMBL429023,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
CHEMBL428861,CCC(C)c1nc(-c2ccc(CN3CCC(n4c(O)nc5ccccc54)CC3)cc2)c(-c2ccccc2)nc1O
CHEMBL428923,COc1cc(-c2ccc3c(c2)Nc2c(cccc2OC)NC3=O)ccc1N
CHEMBL428945,CS(=O)(=O)Nc1ccc(NC(=O)c2ccc(C#N)o2)c(N2CCCCC2)c1
CHEMBL428944,N[C@H]1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)C1
CHEMBL428961,COc1cc2nccc(Oc3ccc4c(C(=O)NC5(C)CC5)cccc4c3)c2cc1OC
CHEMBL4288534,O=c1[nH]c2ccc(C3=NN=C(NCc4ccccc4Cl)SC3)cc2[nH]1
CHEMBL4288542,Nc1nc2oc3ccc(N4CCOCC4)cc3c(=O)c2cc1-c1nn[nH]n1
CHEMBL4288550,O=c1[nH]c2ccc(C3=NN=C(NCc4cccc5ccccc45)SC3)cc2[nH]1
CHEMBL4288562,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)c1
CHEMBL4288568,CCOC(O)(Nc1ccc(C(=O)O)cc1)Nc1nc2c(s1)CC(N1C(=O)c3ccccc3C1=O)CC2
CHEMBL4288596,COc1ccc(-c2cc(C(C)=O)ccc2OCc2cnccn2)cc1
CHEMBL4288604,CN1CCN(c2ccc(-c3c(-c4ccc(N)nc4)cnc4[nH]ccc34)cc2)CC1
CHEMBL4288605,CC(=O)c1ccc(OCc2ccccn2)c(-c2ccc(C)cc2)c1
CHEMBL4288628,Cn1cc(-c2c[nH]c(=O)c(N)c2)cn1
CHEMBL4288634,COc1ccc(-c2c(-c3ccnc(NC(C)=O)c3)[nH]c3cccnc23)nc1
CHEMBL4288646,CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)nc(SCCN3CCOCC3)nc21)c1ccccc1
CHEMBL4288648,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2/C1=N/c1ccc(O)cc1
CHEMBL4288673,CN(C)CCCn1c(=O)c2ccccc2c2cnc3[nH]ccc3c21
CHEMBL4288708,CCNC(=O)Nc1ccc(Oc2ccnc(NC(=O)c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)c2)c(OC)c1
CHEMBL4288745,CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)[C@H](C)C(C)(C)C3)n1
CHEMBL4288761,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4288850,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL4288880,CN(C)[C@H]1CC[C@H](Nc2ncnc3ccn(C4CCOCC4)c23)CC1
CHEMBL4288883,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]cc(OC)c3c2)c1F
CHEMBL4288885,O=C(Cc1cccc(O)c1)Nc1nc2ccc(O)cc2s1
CHEMBL4288905,NS(=O)(=O)c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCCC5)cc4)cnc23)c2ccccc12
CHEMBL4288908,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCN(CCO)CC5)cc4)c3)ccc12
CHEMBL4288921,C[C@@H]1CNC[C@H](C)N1c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1
CHEMBL4288935,COCCS(=O)(=O)N[C@@H]1C[C@H](NC#N)c2cc(-c3ncnc4[nH]ccc34)ccc21
CHEMBL4288939,CC(C)c1cccc2oc3nc(N)c(C(=O)O)cc3c(=O)c12
CHEMBL4288989,CC1(C)CN(c2nc(-c3cnc(N)cc3C(F)F)nc(N3CCOC(C)(C)C3)n2)CCO1
CHEMBL4288997,C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4CCC(F)(F)CC4)cc3)n2)C1
CHEMBL4289006,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1
CHEMBL4289017,CC(=O)NCC(=O)N1[C@@H]2CC[C@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12
CHEMBL4289040,COc1cc(C)c(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1
CHEMBL4289051,CCCC[C@@H](Sc1nc2ccccc2c(=O)n1-c1cccc(C)c1)C(=O)N1CCC[C@]2(CCCNC2)C1
CHEMBL4289062,Cc1cc(Nc2nc(C(C)C)nc3ccccc23)n[nH]1
CHEMBL4289064,N#Cc1cnc(NCc2ccccc2OC(F)(F)F)nc1NC[C@]12C[C@@H]3C[C@H](C1)[C@@H](NCC(N)=O)[C@@H](C3)C2
CHEMBL4289083,COc1ccc(-c2c(C#N)c(N)n(/N=C3\C(=O)Nc4ccc(S(=O)(=O)N5CCOCC5)cc43)c(=O)c2C#N)cc1
CHEMBL4289120,C[C@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1
CHEMBL4289122,Nc1cc(C(F)(F)F)c(-c2nc(N3C4CCC3COC4)cc(N3C4CCC3COC4)n2)cn1
CHEMBL4289149,N#Cc1cc(Nc2cc(NC3CC3)c3ncc(C(N)=O)n3n2)cc(C(F)(F)F)c1
CHEMBL4289181,C/C(COc1cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2c1C)=N/O
CHEMBL4289223,N#Cc1cnc(NCc2ccccc2)nc1NC[C@]12C[C@@H]3C[C@H](C1)[C@@H](N)[C@@H](C3)C2
CHEMBL4289274,COc1cc(-c2nc3sc(-c4ccc(Cl)cc4)cn3n2)cc(OC)c1OC
CHEMBL4289281,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OCCCN4CCOCC4)c3)ncc2Cl)c1
CHEMBL4289296,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCNCC5)cc4)c3)ccc12
CHEMBL4289301,CCC[C@H](C)Nc1ncc2c(-c3ccnc(N4CCNCC4)c3)cn([C@H]3CC[C@H](O)CC3)c2n1
CHEMBL4289311,COCCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21
CHEMBL4289343,Cc1cc(Nc2nc(-c3ccccc3)nc3cc([N+](=O)[O-])ccc23)n[nH]1
CHEMBL4289353,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5C[C@@H](C)N[C@@H](C)C5)cc4C)c3)ccc12
CHEMBL4289355,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21
CHEMBL4289375,COC(=O)[C@H](C(C)C)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21
CHEMBL4289381,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(Cl)c2)c2c(N)ncnc21
CHEMBL4289419,N#Cc1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1
CHEMBL4289426,CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(=O)NCC(C)(C)CO)cnc12
CHEMBL4289433,Cc1ccc(C2=Nc3c(n[nH]c3C)Nc3nc(N4CCN(C)CC4)ncc32)cc1
CHEMBL4289455,CC(=O)OCC(COC(C)=O)c1ccc(NC(=O)c2nc(C#N)c[nH]2)c(C2=CCCCC2)c1.O=C(O)C(F)(F)F
CHEMBL4289487,Cc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)c1C#N
CHEMBL4289490,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(Cl)ccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4289491,Cc1c(O)cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12
CHEMBL4289492,Cc1ccc(-c2c(-c3cc(F)c(O)c(F)c3)cnc3[nH]ccc23)cc1
CHEMBL4289500,COc1ccc(-c2ccc3c(c2)CCNCC3)c(OCc2cc(C)ccn2)c1
CHEMBL4289532,CC[C@@H](C(=O)NCC(F)(F)F)n1c(=O)c2cc(OC)c(OC)cc2c2cnc3[nH]ccc3c21
CHEMBL4289577,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(F)cc2)c1=O
CHEMBL4289584,CC(=O)c1ccc(OCc2ccccn2)c(-c2ccc3c(c2)CNCCC3)c1
CHEMBL4289602,Cc1c(OCC(O)C(C)C)cn2ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12
CHEMBL4289613,CC(=O)N1CCC(c2ccc3oc4nc(N)c(C(=O)O)cc4c(=O)c3c2)CC1
CHEMBL4289625,NC(=O)c1ccc(N2CC[C@H](N)C2)nc1Nc1ccc(C(=O)N2CCOCC2)cc1
CHEMBL4289634,O=c1[nH]c2ccc(C3=NN=C(Nc4cccc(C(F)(F)F)c4)SC3)cc2[nH]1
CHEMBL4289675,O=C(Nc1ccccn1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1
CHEMBL4289682,O=C(O)CCCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4289688,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(=O)N4CCOCC4)cc3)ncc2Cl)c1
CHEMBL4289707,N#Cc1cnc(NCc2ccccc2OC(F)(F)F)nc1NC[C@]12C[C@@H]3C[C@H](C1)[C@@H](NCCO)[C@@H](C3)C2
CHEMBL4289709,CCCN(C(=O)Nc1cccc(C(=O)OCC)c1)C1CCc2nc(NCc3ccc(C(=O)OC)cc3)sc2C1
CHEMBL4289728,N=c1oc2ccccc2cc1C(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21
CHEMBL4289789,CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(F)c2)CC12CC2
CHEMBL4289802,Cn1nc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(Br)c2)c2c(N)ncnc21
CHEMBL4289810,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)c(Cl)c2)cc1NC(=O)C1(c2ccnc(NCCN3CCN(C)CC3)n2)CC1
CHEMBL4289841,CC(=O)Nc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)nc2)ccn1
CHEMBL4289873,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc21
CHEMBL4289875,Cc1cc(F)cc(Nc2cc(NC3CC3)c3ncc(C(N)=O)n3n2)c1
CHEMBL4289877,CNC(=O)Nc1sc2c(C(C)C)cc(NS(=O)(=O)c3ccccc3)cc2c1C(N)=O
CHEMBL4289904,Cc1[nH]nc(Nc2ccnc3cc(OCCO)c(S(=O)(=O)C(C)(C)C)cc23)c1C
CHEMBL4289958,COc1cc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(Br)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1
CHEMBL4289970,N#Cc1ccc(CNC2=NN=C(c3ccc4[nH]c(=O)[nH]c4c3)CS2)cc1
CHEMBL4290024,Nc1nc2oc3ccc(C4CCOCC4)cc3c(=O)c2cc1C(=O)O
CHEMBL4290039,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
CHEMBL4290066,C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(C(=O)NC(C)(C)C)cc3)n2)C1
CHEMBL4290128,C[C@@H]1COCCN1c1nc(-c2cnc(N)cc2C(F)F)nc(N2CCOC[C@H]2C)n1
CHEMBL4290130,C[C@](O)(CO)CNc1cc(Nc2cccc(-c3ccc(C(F)(F)F)cc3F)c2)nn2c(C(N)=O)cnc12
CHEMBL4290132,COc1cccc2c(Nc3cc(C)[nH]n3)nc(Cc3ccccc3)nc12
CHEMBL4290147,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(OCC5(N)CC5)cc4)c3)ccc12
CHEMBL4290189,CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC12CC2
CHEMBL4290202,CNC(=O)C[C@@H](C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCN(C(=O)OC)CC4)CC3)c12
CHEMBL4290222,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C5CCOCC5)c34)CC2)CC1
CHEMBL4290223,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccccc1F
CHEMBL4290247,O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1
CHEMBL4290266,Cc1c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(O)nn1C
CHEMBL429057,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CO
CHEMBL429097,CNC(=O)[C@H]1CC[C@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)CC1
CHEMBL429095,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21
CHEMBL429106,COc1cccc(C[C@@H](CO)Nc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)c1
CHEMBL429138,C/C(=N\OC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3
CHEMBL4290268,Cn1cc(-c2csc(-c3cccnc3)c2)cn1
CHEMBL4290297,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)cc1
CHEMBL4290299,CC(=O)c1ccc(OCc2ccccn2)c(-c2ccc3c(c2)CNC3)c1
CHEMBL4290312,Nc1cc(CO)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1
CHEMBL4290337,CC(Cn1ncc2c(Nc3cccc(O)c3)nc(NCCO)nc21)c1ccccc1
CHEMBL4290345,CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccc(Cl)cc1
CHEMBL4290355,COc1ccc(-c2nc3sc(-c4ccccc4)cn3n2)cc1
CHEMBL4290371,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)c3)ccc12
CHEMBL4290375,Cc1oc2ncnc(Nc3cccc(Cl)c3)c2c1C(=O)O
CHEMBL4290377,C[C@@]1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CHEMBL4290413,O=S(=O)(NCCCn1ccnc1)c1ccc(Cl)c2ccccc12
CHEMBL4290414,COc1ccc(C(=O)c2nc(Nc3cc(C)[nH]n3)c3ccc(Cl)cc3n2)cc1
CHEMBL4290418,O=C(NCc1ccc(F)cc1)c1ccc(C2CC(=O)N(Cc3ccccc3[N+](=O)[O-])c3ccccc3S2)cc1
CHEMBL4290430,Cn1nc(-c2ccc(NC(=O)Cc3cccc(C(F)(F)F)c3)cc2F)c2c(N)ncnc21
CHEMBL4290449,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OCCCN4CCOCC4)c3)ncc2F)c1
CHEMBL4290490,COC(=O)c1ccccc1C1CC(=O)N(Cc2ccccc2[N+](=O)[O-])c2ccccc2S1
CHEMBL4290493,N[C@H]1CCCCNc2nc(ncc2C(=O)NCc2ccc(F)cc2)NCCCCCCNC1=O
CHEMBL4290513,S=C(Nc1ccccc1)N1N=C(c2ccc(Br)cc2)CC1c1ccc2c(c1)OCCO2
CHEMBL4290518,CCS(=O)(=O)Nc1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1
CHEMBL4290540,C=CC(=O)N[C@H]1CCN(c2ncc(C(N)=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)C1
CHEMBL4290543,Cc1ccccc1CNc1ncc(C#N)c(NC[C@]23C[C@@H]4C[C@H](C2)[C@@H](N)[C@@H](C4)C3)n1
CHEMBL4290544,CC(C)Cc1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
CHEMBL4290568,C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4290590,Oc1ccc(C2=NN(c3cccc(Cl)c3)C(c3cccc(Cl)c3)C2)cc1
CHEMBL4290595,N#Cc1cnc(Nc2cccc(Br)c2)cc1NC[C@H]1CC[C@H](N)CC1
CHEMBL4290597,COc1cc2c(=O)n([C@@H]3CCCN(C(=O)CC#N)C3)c3c4cc[nH]c4ncc3c2cc1OC
CHEMBL4290613,COc1ccc(-c2c(C)cccc2OCc2ccccn2)cc1
CHEMBL4290644,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4cnc(N5C[C@@H](C)N[C@@H](C)C5)nc4)c3)ccc12
CHEMBL4290647,CN(c1ncnc2[nH]ccc12)[C@H]1CN(C(=O)c2ccccc2)CC12CC2
CHEMBL4290689,CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCCC(=O)NO)c3)ncc2C)cc1
CHEMBL4290692,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCN4CCOCC4)cc3)ncc2Cl)c1
CHEMBL4290718,N#Cc1cnc(NC2CCCCC2)nc1NC[C@]12C[C@@H]3C[C@H](C1)[C@@H](N)[C@@H](C3)C2
CHEMBL4290720,Nc1nc2oc3ccc(C4CCC4)cc3c(=O)c2cc1C(=O)O
CHEMBL4290735,CCCCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21
CHEMBL4290748,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCC(=O)NO)cc3)n2)cc1.Cl
CHEMBL4290750,CCOC(=O)c1ccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)cc1
CHEMBL4290758,CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1cccc(Cl)c1
CHEMBL4290785,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1
